datetime,temperatureF,humidity,visibilityMPH,windSpeedMPH,precipitationIn,conditions
2013-07-02 17:51:00,64.9,68,10.0,17.3,N/A,Mostly Cloudy
2013-07-02 18:51:00,64.9,65,10.0,16.1,N/A,Mostly Cloudy
2013-07-02 19:51:00,63.0,72,10.0,13.8,N/A,Overcast
2013-07-02 20:51:00,62.1,78,10.0,12.7,N/A,Overcast
2013-07-02 21:51:00,62.1,78,10.0,10.4,N/A,Overcast
2013-07-02 22:51:00,62.1,84,10.0,6.9,N/A,Overcast
2013-07-02 23:51:00,62.1,86,10.0,5.8,N/A,Overcast
2013-07-03 00:51:00,62.1,86,10.0,6.9,N/A,Overcast
2013-07-03 01:51:00,62.1,86,10.0,8.1,N/A,Overcast
2013-07-03 02:51:00,62.1,84,10.0,5.8,N/A,Overcast
2013-07-03 03:51:00,62.1,84,10.0,6.9,N/A,Overcast
2013-07-03 04:51:00,62.1,84,10.0,5.8,N/A,Overcast
2013-07-03 05:51:00,63.0,81,7.0,4.6,N/A,Overcast
2013-07-03 06:51:00,63.0,84,7.0,4.6,N/A,Overcast
2013-07-03 07:51:00,64.0,80,10.0,3.5,0.00,Overcast
2013-07-03 08:51:00,66.0,78,10.0,3.5,N/A,Overcast
2013-07-03 09:51:00,66.9,76,9.0,Calm,N/A,Overcast
2013-07-03 10:51:00,66.9,76,9.0,Calm,N/A,Overcast
2013-07-03 11:51:00,68.0,76,7.0,Calm,N/A,Overcast
2013-07-03 12:51:00,70.0,71,7.0,3.5,N/A,Overcast
2013-07-03 13:51:00,71.1,68,8.0,Calm,N/A,Overcast
2013-07-03 14:51:00,71.1,70,10.0,4.6,N/A,Overcast
2013-07-03 15:51:00,69.1,78,10.0,8.1,0.02,Light Thunderstorms and Rain
2013-07-03 16:51:00,66.9,87,7.0,5.8,0.04,Light Rain
2013-07-03 17:51:00,66.9,87,8.0,5.8,0.01,Mostly Cloudy
2013-07-03 18:51:00,69.1,84,10.0,Calm,N/A,Overcast
2013-07-03 19:51:00,69.1,75,10.0,8.1,N/A,Mostly Cloudy
2013-07-03 20:51:00,69.1,75,10.0,5.8,N/A,Overcast
2013-07-03 21:51:00,68.0,76,10.0,4.6,N/A,Scattered Clouds
2013-07-03 22:51:00,66.2,83,8.0,3.5,N/A,Scattered Clouds
2013-07-03 23:51:00,66.0,81,10.0,4.6,N/A,Scattered Clouds
2013-07-04 00:51:00,64.0,87,9.0,4.6,N/A,Clear
2013-07-04 01:51:00,63.0,87,8.0,3.5,N/A,Clear
2013-07-04 02:51:00,63.0,87,7.0,3.5,N/A,Clear
2013-07-04 03:51:00,62.1,86,6.0,3.5,N/A,Clear
2013-07-04 04:51:00,62.1,86,5.0,4.6,N/A,Scattered Clouds
2013-07-04 05:51:00,61.0,90,5.0,3.5,N/A,Scattered Clouds
2013-07-04 06:51:00,63.0,84,6.0,3.5,N/A,Haze
2013-07-04 07:51:00,66.9,73,10.0,5.8,N/A,Scattered Clouds
2013-07-04 08:51:00,72.0,64,10.0,6.9,N/A,Scattered Clouds
2013-07-04 09:51:00,75.0,57,10.0,5.8,N/A,Scattered Clouds
2013-07-04 10:51:00,78.1,52,10.0,9.2,N/A,Scattered Clouds
2013-07-04 11:51:00,79.0,50,10.0,5.8,N/A,Mostly Cloudy
2013-07-04 12:51:00,80.1,50,10.0,9.2,N/A,Mostly Cloudy
2013-07-04 13:51:00,82.9,44,10.0,10.4,N/A,Mostly Cloudy
2013-07-04 14:51:00,82.0,42,10.0,12.7,N/A,Overcast
2013-07-04 15:51:00,81.0,49,10.0,13.8,N/A,Mostly Cloudy
2013-07-04 16:51:00,81.0,50,10.0,13.8,N/A,Mostly Cloudy
2013-07-04 17:51:00,81.0,49,10.0,16.1,N/A,Mostly Cloudy
2013-07-04 18:51:00,80.1,48,10.0,9.2,N/A,Mostly Cloudy
2013-07-04 19:51:00,78.1,52,10.0,11.5,N/A,Overcast
2013-07-04 20:51:00,75.9,58,10.0,9.2,N/A,Overcast
2013-07-04 21:51:00,75.0,60,7.0,6.9,N/A,Overcast
2013-07-04 22:51:00,73.0,64,5.0,5.8,N/A,Haze
2013-07-04 23:51:00,72.0,64,6.0,6.9,N/A,Haze
2013-07-05 00:51:00,71.1,66,7.0,3.5,N/A,Mostly Cloudy
2013-07-05 01:51:00,69.1,70,8.0,3.5,N/A,Mostly Cloudy
2013-07-05 02:51:00,69.1,70,8.0,4.6,N/A,Clear
2013-07-05 03:51:00,66.0,75,8.0,Calm,N/A,Clear
2013-07-05 04:51:00,66.0,78,8.0,5.8,N/A,Partly Cloudy
2013-07-05 05:51:00,64.9,81,8.0,4.6,N/A,Partly Cloudy
2013-07-05 06:51:00,66.9,76,9.0,4.6,N/A,Partly Cloudy
2013-07-05 07:51:00,71.1,73,9.0,6.9,N/A,Partly Cloudy
2013-07-05 08:51:00,73.9,71,8.0,10.4,N/A,Partly Cloudy
2013-07-05 09:51:00,77.0,62,10.0,5.8,N/A,Partly Cloudy
2013-07-05 10:51:00,80.1,47,10.0,3.5,N/A,Scattered Clouds
2013-07-05 11:51:00,82.9,38,10.0,Calm,N/A,Scattered Clouds
2013-07-05 12:51:00,84.0,37,10.0,5.8,N/A,Partly Cloudy
2013-07-05 13:51:00,84.0,37,10.0,3.5,N/A,Scattered Clouds
2013-07-05 14:51:00,84.0,37,10.0,9.2,N/A,Scattered Clouds
2013-07-05 15:51:00,86.0,37,10.0,6.9,N/A,Scattered Clouds
2013-07-05 16:51:00,86.0,41,10.0,10.4,N/A,Mostly Cloudy
2013-07-05 17:51:00,84.0,46,10.0,6.9,N/A,Scattered Clouds
2013-07-05 18:51:00,82.0,51,10.0,12.7,N/A,Scattered Clouds
2013-07-05 19:51:00,81.0,50,10.0,8.1,N/A,Scattered Clouds
2013-07-05 20:51:00,80.1,52,10.0,9.2,N/A,Partly Cloudy
2013-07-05 21:51:00,78.1,56,10.0,6.9,N/A,Scattered Clouds
2013-07-05 22:51:00,77.0,58,10.0,3.5,N/A,Mostly Cloudy
2013-07-05 23:51:00,75.9,62,10.0,4.6,N/A,Overcast
2013-07-06 00:51:00,75.0,66,10.0,5.8,N/A,Overcast
2013-07-06 01:51:00,73.9,68,10.0,4.6,N/A,Mostly Cloudy
2013-07-06 02:51:00,73.0,73,10.0,4.6,N/A,Overcast
2013-07-06 03:51:00,72.0,76,10.0,Calm,N/A,Overcast
2013-07-06 04:51:00,71.1,78,10.0,3.5,N/A,Mostly Cloudy
2013-07-06 05:51:00,71.1,78,10.0,4.6,N/A,Mostly Cloudy
2013-07-06 06:51:00,71.1,78,10.0,3.5,N/A,Mostly Cloudy
2013-07-06 07:51:00,73.9,73,10.0,3.5,N/A,Scattered Clouds
2013-07-06 08:51:00,77.0,64,10.0,3.5,N/A,Scattered Clouds
2013-07-06 09:51:00,78.1,62,10.0,Calm,N/A,Mostly Cloudy
2013-07-06 10:51:00,80.1,58,10.0,Calm,N/A,Mostly Cloudy
2013-07-06 11:51:00,82.0,54,10.0,5.8,N/A,Overcast
2013-07-06 12:51:00,82.0,51,10.0,10.4,N/A,Overcast
2013-07-06 13:51:00,81.0,54,10.0,10.4,N/A,Overcast
2013-07-06 14:51:00,80.1,56,10.0,8.1,N/A,Overcast
2013-07-06 15:51:00,80.1,56,10.0,8.1,N/A,Overcast
2013-07-06 16:51:00,81.0,56,10.0,6.9,N/A,Overcast
2013-07-06 17:51:00,80.1,56,10.0,9.2,N/A,Overcast
2013-07-06 18:51:00,79.0,58,10.0,9.2,N/A,Overcast
2013-07-06 19:51:00,79.0,58,10.0,6.9,N/A,Overcast
2013-07-06 20:51:00,77.0,60,10.0,9.2,N/A,Mostly Cloudy
2013-07-06 21:51:00,75.9,62,10.0,8.1,N/A,Overcast
2013-07-06 22:51:00,75.9,64,10.0,5.8,N/A,Overcast
2013-07-06 23:51:00,73.9,73,10.0,9.2,N/A,Overcast
2013-07-07 00:51:00,73.9,73,10.0,6.9,N/A,Overcast
2013-07-07 01:51:00,73.0,76,10.0,6.9,N/A,Overcast
2013-07-07 02:51:00,72.0,81,10.0,8.1,N/A,Overcast
2013-07-07 03:51:00,71.1,84,10.0,6.9,N/A,Overcast
2013-07-07 04:51:00,70.0,84,10.0,8.1,N/A,Mostly Cloudy
2013-07-07 05:51:00,70.0,84,10.0,6.9,N/A,Mostly Cloudy
2013-07-07 06:51:00,71.1,78,10.0,5.8,N/A,Mostly Cloudy
2013-07-07 07:51:00,73.0,73,10.0,8.1,N/A,Mostly Cloudy
2013-07-07 08:51:00,75.9,67,10.0,6.9,N/A,Mostly Cloudy
2013-07-07 09:51:00,78.1,62,10.0,6.9,N/A,Mostly Cloudy
2013-07-07 10:51:00,80.1,60,10.0,6.9,N/A,Mostly Cloudy
2013-07-07 11:51:00,82.9,53,10.0,5.8,N/A,Mostly Cloudy
2013-07-07 12:51:00,84.9,49,10.0,8.1,N/A,Mostly Cloudy
2013-07-07 13:51:00,86.0,51,10.0,9.2,N/A,Mostly Cloudy
2013-07-07 14:51:00,88.0,49,10.0,9.2,N/A,Mostly Cloudy
2013-07-07 15:51:00,88.0,48,10.0,11.5,N/A,Mostly Cloudy
2013-07-07 16:51:00,86.0,51,10.0,13.8,N/A,Mostly Cloudy
2013-07-07 17:51:00,86.0,55,10.0,11.5,N/A,Mostly Cloudy
2013-07-07 18:51:00,86.0,55,10.0,11.5,N/A,Mostly Cloudy
2013-07-07 19:51:00,86.0,57,10.0,8.1,N/A,Mostly Cloudy
2013-07-07 20:51:00,84.9,59,10.0,6.9,N/A,Mostly Cloudy
2013-07-07 21:51:00,82.9,63,10.0,8.1,N/A,Scattered Clouds
2013-07-07 22:51:00,82.0,65,10.0,6.9,N/A,Partly Cloudy
2013-07-07 23:51:00,80.1,67,10.0,8.1,N/A,Scattered Clouds
2013-07-08 00:51:00,79.0,69,10.0,8.1,N/A,Scattered Clouds
2013-07-08 01:51:00,79.0,72,10.0,10.4,N/A,Mostly Cloudy
2013-07-08 02:51:00,78.1,71,10.0,9.2,N/A,Overcast
2013-07-08 03:51:00,77.0,74,10.0,8.1,N/A,Overcast
2013-07-08 04:51:00,75.9,76,10.0,9.2,N/A,Mostly Cloudy
2013-07-08 05:51:00,75.9,76,10.0,6.9,N/A,Overcast
2013-07-08 06:51:00,77.0,74,10.0,10.4,N/A,Overcast
2013-07-08 07:51:00,77.0,74,10.0,12.7,0.00,Light Rain
2013-07-08 08:51:00,73.9,82,10.0,12.7,0.01,Light Rain
2013-07-08 09:51:00,72.0,87,1.8,9.2,0.10,Heavy Thunderstorms and Rain
2013-07-08 10:51:00,71.1,90,3.0,6.9,0.41,Light Rain
2013-07-08 11:51:00,72.0,84,10.0,9.2,0.20,Light Rain
2013-07-08 12:51:00,72.0,87,10.0,11.5,0.08,Light Rain
2013-07-08 13:51:00,78.1,74,10.0,13.8,0.04,Mostly Cloudy
2013-07-08 14:51:00,82.9,67,10.0,17.3,N/A,Partly Cloudy
2013-07-08 15:51:00,86.0,59,10.0,17.3,N/A,Mostly Cloudy
2013-07-08 16:51:00,87.1,61,10.0,13.8,N/A,Scattered Clouds
2013-07-08 17:51:00,84.9,65,10.0,12.7,0.00,Light Rain
2013-07-08 18:51:00,86.0,63,10.0,15.0,0.00,Mostly Cloudy
2013-07-08 19:51:00,84.9,63,10.0,10.4,N/A,Mostly Cloudy
2013-07-08 20:51:00,82.9,69,10.0,11.5,N/A,Mostly Cloudy
2013-07-08 21:51:00,81.0,74,10.0,8.1,N/A,Scattered Clouds
2013-07-08 22:51:00,80.1,76,10.0,4.6,N/A,Scattered Clouds
2013-07-08 23:51:00,80.1,79,10.0,8.1,N/A,Mostly Cloudy
2013-07-09 00:51:00,79.0,79,10.0,3.5,N/A,Mostly Cloudy
2013-07-09 01:51:00,78.1,81,10.0,3.5,N/A,Mostly Cloudy
2013-07-09 02:51:00,77.0,84,7.0,4.6,N/A,Mostly Cloudy
2013-07-09 03:51:00,75.9,87,6.0,4.6,N/A,Scattered Clouds
2013-07-09 04:51:00,75.0,87,6.0,4.6,N/A,Partly Cloudy
2013-07-09 05:51:00,75.9,85,5.0,5.8,N/A,Haze
2013-07-09 06:51:00,77.0,84,7.0,4.6,N/A,Scattered Clouds
2013-07-09 07:51:00,80.1,79,7.0,8.1,N/A,Scattered Clouds
2013-07-09 08:51:00,82.0,74,10.0,11.5,N/A,Mostly Cloudy
2013-07-09 09:51:00,82.0,74,10.0,5.8,N/A,Mostly Cloudy
2013-07-09 10:51:00,84.9,67,10.0,13.8,N/A,Mostly Cloudy
2013-07-09 11:51:00,82.9,69,10.0,19.6,N/A,Overcast
2013-07-09 12:51:00,81.0,67,10.0,16.1,N/A,Overcast
2013-07-09 13:51:00,79.0,72,10.0,9.2,0.00,Light Rain
2013-07-09 14:51:00,81.0,67,10.0,9.2,0.00,Overcast
2013-07-09 15:51:00,81.0,69,9.0,11.5,0.01,Light Rain
2013-07-09 16:51:00,82.9,65,10.0,12.7,0.00,Mostly Cloudy
2013-07-09 17:51:00,84.0,65,10.0,12.7,N/A,Mostly Cloudy
2013-07-09 18:51:00,84.9,67,10.0,13.8,N/A,Mostly Cloudy
2013-07-09 19:51:00,84.0,72,10.0,11.5,N/A,Partly Cloudy
2013-07-09 20:51:00,82.9,77,10.0,11.5,N/A,Scattered Clouds
2013-07-09 21:51:00,82.0,76,10.0,8.1,N/A,Clear
2013-07-09 22:51:00,81.0,79,10.0,9.2,N/A,Clear
2013-07-09 23:51:00,80.1,81,10.0,5.8,N/A,Mostly Cloudy
2013-07-10 00:51:00,80.1,81,10.0,6.9,N/A,Mostly Cloudy
2013-07-10 01:51:00,79.0,84,10.0,5.8,N/A,Scattered Clouds
2013-07-10 02:51:00,78.1,87,10.0,5.8,N/A,Clear
2013-07-10 03:51:00,78.1,84,10.0,4.6,N/A,Partly Cloudy
2013-07-10 04:51:00,77.0,88,10.0,5.8,N/A,Scattered Clouds
2013-07-10 05:51:00,77.0,88,7.0,5.8,N/A,Scattered Clouds
2013-07-10 06:51:00,79.0,84,7.0,3.5,N/A,Scattered Clouds
2013-07-10 07:51:00,81.0,74,10.0,5.8,N/A,Mostly Cloudy
2013-07-10 08:51:00,82.9,65,10.0,10.4,N/A,Scattered Clouds
2013-07-10 09:51:00,82.9,63,10.0,10.4,N/A,Mostly Cloudy
2013-07-10 10:51:00,84.9,55,10.0,8.1,N/A,Scattered Clouds
2013-07-10 11:51:00,84.9,49,10.0,6.9,N/A,Scattered Clouds
2013-07-10 12:51:00,87.1,48,10.0,12.7,N/A,Scattered Clouds
2013-07-10 13:51:00,84.0,55,10.0,11.5,N/A,Mostly Cloudy
2013-07-10 14:51:00,80.1,56,10.0,13.8,N/A,Mostly Cloudy
2013-07-10 15:51:00,77.0,58,10.0,13.8,N/A,Mostly Cloudy
2013-07-10 16:51:00,77.0,56,10.0,11.5,N/A,Scattered Clouds
2013-07-10 17:51:00,78.1,50,10.0,11.5,N/A,Scattered Clouds
2013-07-10 18:51:00,75.0,53,10.0,10.4,N/A,Scattered Clouds
2013-07-10 19:51:00,73.0,57,10.0,9.2,N/A,Partly Cloudy
2013-07-10 20:51:00,72.0,57,10.0,8.1,N/A,Clear
2013-07-10 21:51:00,71.1,57,10.0,6.9,N/A,Clear
2013-07-10 22:51:00,70.0,63,10.0,5.8,N/A,Clear
2013-07-10 23:51:00,69.1,68,10.0,3.5,N/A,Clear
2013-07-11 00:51:00,68.0,70,10.0,Calm,N/A,Partly Cloudy
2013-07-11 01:51:00,66.9,76,10.0,3.5,N/A,Mostly Cloudy
2013-07-11 02:51:00,66.0,75,10.0,3.5,N/A,Partly Cloudy
2013-07-11 03:51:00,66.0,75,10.0,3.5,N/A,Partly Cloudy
2013-07-11 04:51:00,64.0,80,10.0,3.5,N/A,Partly Cloudy
2013-07-11 05:51:00,64.0,80,10.0,Calm,N/A,Partly Cloudy
2013-07-11 06:51:00,68.0,70,10.0,5.8,N/A,Partly Cloudy
2013-07-11 07:51:00,71.1,68,10.0,8.1,N/A,Clear
2013-07-11 08:51:00,73.9,52,10.0,6.9,N/A,Partly Cloudy
2013-07-11 09:51:00,75.9,43,10.0,11.5,N/A,Partly Cloudy
2013-07-11 10:51:00,75.9,40,10.0,9.2,N/A,Partly Cloudy
2013-07-11 11:51:00,77.0,37,10.0,11.5,N/A,Partly Cloudy
2013-07-11 12:51:00,79.0,34,10.0,11.5,N/A,Clear
2013-07-11 13:51:00,78.1,35,10.0,12.7,N/A,Clear
2013-07-11 14:51:00,80.1,34,10.0,12.7,N/A,Clear
2013-07-11 15:51:00,80.1,34,10.0,11.5,N/A,Clear
2013-07-11 16:51:00,79.0,35,10.0,12.7,N/A,Clear
2013-07-11 17:51:00,78.1,37,10.0,9.2,N/A,Clear
2013-07-11 18:51:00,77.0,37,10.0,6.9,N/A,Clear
2013-07-11 19:51:00,73.9,38,10.0,10.4,N/A,Clear
2013-07-11 20:51:00,71.1,45,10.0,6.9,N/A,Clear
